SKU,Description,Sellable On Hand Units,Open PO qty,1 Month Sales,3 Month Sales,6 Month Sales,Back Order,Lead Time/Alarm,MOQ,Fob SH,Packaging Type,"L ""cm""","W ""cm""","H ""cm""","G.W.""kg""","N.W. ""kg""",Carton Qty,"Pallet Size ""cm""",Pallet Ctns,Pallet Qty,"Pallet Weight ""kg""",Shipping Date,Shipping PO Number,Shipping Quantity,In Cost/Unit,Shipping Amount,Received,Shipping Date Received,Vendor,Sales PO Number,Sales Quantity,Sales Date,Sales Amount
73949,Zclassic,2467,6440,7732,5055,535,7818,4606,7093,-46372.0,tree,296,2886,530,6670,1443,8257,identify,2672,8512,5619,act,2083,4498,9647,-786445.563,False,dinner,why,4927,9379,policy,-68954083459484.0
00549,Bitcoin,9686,2154,1971,6505,8826,6915,4786,5699,26209591.3832,land,8875,5092,8967,8087,3155,7818,performance,5770,1104,5963,forward,791,3307,4731,7352240835265.0,False,rock,age,836,9433,activity,44388060780.26
53471,Cardano,2671,1372,3588,1028,1526,382,457,8035,97240561.656,big,5823,8415,1078,620,1639,6311,month,2304,3362,7889,size,4406,8751,1604,-827651.37,True,little,money,2148,9254,road,91389159173590.0
24312,Ethereum,9102,2846,2477,2798,374,8845,1123,8838,-8615577821121.6,family,2980,1143,1737,4799,3501,3365,now,9797,6721,4981,close,5971,4075,6295,419391049.4699,True,production,gas,7533,9616,guy,751960444476.0
08945,Titcoin,1890,9928,6552,3910,8664,7047,3558,9230,568320861876361.0,marriage,4746,6636,7707,4100,9063,8066,after,4802,2579,9042,want,8776,9539,5269,-88053.82,True,establish,seek,2493,9754,lose,-33755416.860049
45032,NEO,9280,220,2857,309,9560,6385,9389,1738,-924214628.973,run,9508,670,7865,8604,9229,993,reveal,5749,9450,5748,although,1723,2082,8238,5121041.16,True,who,employee,9459,114,region,94655135.3320446
02968,Bytecoin,7517,1084,5984,2448,1891,6692,8805,6439,3884370.4184601,assume,8089,6743,6375,2111,2708,3439,stay,4141,8171,1828,trip,4056,4620,4433,-4044.118261627,False,maintain,leader,2643,4936,let,-4899599571474.0
38320,Ubiq,7505,1485,5696,3018,1696,9132,6148,7780,-1026678644.933,wait,4979,9748,8849,2060,7452,6432,ago,5623,8344,2093,education,6348,146,6148,27183.28,False,message,common,9815,6718,more,311.972124
19628,Omni,8957,3206,3810,497,8462,2096,7551,9211,-20459426487876.0,foreign,9149,4410,9807,3104,6154,59,single,1636,9460,373,never,5500,5828,1238,-936725541764.9,False,physical,begin,3613,607,he,-95.7818339288
49048,Ripple,9752,9033,9553,2603,1310,6713,2371,7103,2121624261207.64,American,9253,7848,2256,7384,3888,6972,move,8662,7064,5570,explain,6777,8232,6503,449586404.92,True,it,who,6789,5736,past,270.3081156
78830,Peercoin,9194,7119,6598,2582,6619,4529,7626,3599,-23733320416057.0,leg,7597,4763,1279,8943,8086,9765,marriage,7452,8453,5889,a,1397,9872,677,78877318343.0,False,performance,kitchen,532,5007,make,2648272068.0
54344,Zclassic,1209,532,4421,1510,5923,8267,2955,8807,85448258.66422,their,6825,6755,8165,6846,1899,1997,policy,2550,228,3257,spring,1994,9246,7266,-99716.7416922501,True,price,expect,6503,2210,hope,-72951618.2530689
37209,XEM,1634,3228,3716,2625,8840,6159,4608,1370,-386280931.0,one,31,8817,135,3544,863,3884,positive,5052,8269,36,piece,4708,8093,7127,936.575319854,True,product,career,1854,3702,focus,3000864991589.0
77400,Auroracoin,9426,2450,2926,2368,4786,5601,2902,4973,3.73783,long,910,4157,9006,5730,7493,5888,off,1749,8210,8363,government,8081,4837,5995,-375983826909283.0,True,meet,represent,923,601,be,-9281.4160421827
20163,Tether,9997,5064,3728,7032,4299,737,2054,8633,-84848761499.0,spring,2074,8834,1138,369,5189,1528,anything,4851,7892,3861,during,8109,4028,1042,7823397.58157928,True,more,pay,5981,4245,maybe,837609296.92
54847,Vertcoin,3005,9455,8879,8209,7127,3591,6747,298,-933243519711463.0,pressure,5099,1378,5485,8548,9425,8510,heart,8756,1676,1351,pressure,4035,4140,3409,-335863957.0,False,push,ok,2896,6791,produce,-82941253.21478
20160,Auroracoin,3668,89,5579,3369,9287,7402,2372,2422,-41634978.641,house,1318,2187,4776,1804,6285,60,story,4561,5880,7993,church,5875,3520,4825,3781376399548.0,False,approach,accept,9604,3087,seat,402.4395932
27433,Peercoin,8881,7145,3496,6725,9017,7571,4415,5440,842849.633196009,red,2098,8173,9210,7142,9019,6651,finish,1796,9789,4946,within,2512,2210,3664,5482703.60411168,True,bed,create,5834,9709,serious,-59118266838.496
88992,Namecoin,7689,723,8853,5834,2579,2950,4292,3300,43072155.0,change,6061,6995,6654,7886,5140,5099,tend,5057,2237,2823,hour,6169,8319,6356,-36.40634069797,True,teacher,both,1024,4881,media,-922733077049.513
10088,Gridcoin,32,462,3112,3934,8362,6483,7520,7483,986796713506.5,song,3758,7818,1761,1754,3289,7444,season,8933,7601,1354,place,4450,4275,7172,-17.511056,False,action,generation,3978,2997,special,418335059006.7
94185,Ethereum Classic,4174,9604,8460,3713,9766,61,3092,1275,-967443124359589.0,note,8216,9570,8410,510,1642,5324,population,69,5361,7376,usually,3364,4573,2410,4493056.0,False,could,wear,4645,1428,exist,-324240.24
32065,Emercoin,1695,5999,630,9931,5242,4766,9850,5879,-780.714184218636,message,8759,8076,3409,3816,4288,2096,claim,5123,1641,9449,sea,6477,4364,6007,7.8625,False,whatever,far,2352,386,go,24.49845801382
22565,Cardano,3560,5380,3692,2055,8707,3549,7711,7802,1629592315159.0,drop,7666,5929,3452,4228,9651,6241,wait,4755,8855,1531,someone,6787,7577,1822,134.477552594,False,man,technology,9411,9923,subject,2718258326.0
58116,Peercoin,1453,517,7829,1192,9713,3622,8753,6677,56216831453359.0,officer,3580,5058,5515,4425,4280,3260,memory,9688,7111,4746,may,3945,8473,8305,-5052646587.0,False,state,hot,2080,9354,similar,-85844622027.886
19992,Burstcoin,1946,7084,7861,5584,1666,4541,3827,4735,1110445055080.21,cultural,6223,7204,1054,7526,4840,1138,indicate,5717,7869,6448,all,1826,5036,2830,4225.8415,False,sure,surface,1174,6911,agent,38.743
59259,Coinye,332,594,3771,3002,6571,9040,8310,3646,-802432481085.0,color,6729,2619,2793,2895,6066,9470,bed,1692,8353,5986,scene,1154,7090,3848,9443956.2594751,False,buy,red,2740,3645,over,6.8
56346,EOS.IO,8662,7832,8097,4952,3788,6779,712,4149,-3693.5871,enter,829,8860,8497,2121,1032,8,individual,7336,2605,7904,paper,4905,6050,584,596600645852317.0,False,activity,party,3560,8020,a,-1993.216107
16918,Decred,8622,4362,3874,4259,45,1475,527,9851,2.4,finally,2005,3017,3534,5001,2037,330,very,2756,5373,8998,color,3449,3640,3393,-90144334499.7355,False,happy,into,3139,8959,method,-32682817252.0
28841,Titcoin,529,5739,5757,110,5083,8137,5135,1297,8442092852252.0,effort,4564,1707,5938,7367,4613,3794,course,7787,6530,2022,floor,3679,2662,43,406528403369961.0,True,record,sign,8914,1697,impact,-2.92045683416635
33060,Ubiq,5080,8836,7301,987,1378,3485,462,3508,70128715746467.0,his,3579,4476,9111,2370,2312,2858,serious,2742,1204,8811,price,1345,2911,8438,735532474388.974,False,crime,sing,2824,6164,establish,-89654498.53
13724,Tether,2191,2153,5651,3641,770,6277,5773,2619,-57.42662,door,9650,3287,7425,2283,1460,5328,he,4026,4454,9064,edge,2116,4096,5056,575.989993204283,True,much,size,161,465,watch,3311714208.0
47009,Zclassic,7811,8709,1682,6401,7091,8375,3743,7202,319892347513.6,right,4724,263,9994,6251,6842,5624,garden,72,689,6532,scene,262,2369,6739,-28724067.869684,False,such,sister,8843,8878,during,-971.16878064182
99416,MazaCoin,8715,4305,3356,983,1424,8244,1297,6446,75.7,guess,8498,7476,1859,9760,4969,3985,hotel,2521,2569,8317,light,9321,54,7172,-97.59365367135,False,reveal,bad,7294,2669,represent,89579414520.0
23947,PotCoin,4779,8500,5166,4105,1757,8483,6350,7314,48.4839,up,6604,7007,1997,490,7223,7877,key,2312,4057,3235,be,2893,9549,8059,6341.1508,False,sell,represent,2425,930,message,-165588631.56245
41916,SwiftCoin,9539,4353,4518,3316,343,74,7544,2253,-67771472275835.0,market,749,654,124,4109,675,2957,yeah,8793,5567,1214,economic,8100,5911,4402,0.13015528,False,market,tonight,4216,9170,town,573784160.415
38070,Cardano,2895,3104,7627,964,9713,3102,3863,2894,-4280134588.132,rich,6921,3314,2933,8818,1002,1986,attack,7092,9516,8757,collection,2617,3499,4226,-92395790864.3,False,skill,behind,7749,3071,eye,-40860570.25
30361,Decred,9257,7526,4324,6784,618,7266,7324,2216,84850079.25,also,5284,9936,3487,7806,5470,9023,individual,948,630,8353,even,6332,1741,8726,-564300.37738821,False,while,base,7097,4959,discussion,-89673142832149.0
31044,Decred,4932,5670,2702,1592,219,4359,9009,3330,40.3139022,treat,2343,8853,3066,4803,9998,2301,effect,9694,6459,7919,Mrs,7157,6299,9767,-23.289566,False,then,stand,3417,6454,conference,57623866.600167
49100,Lisk,6392,3715,6002,120,5005,7519,8000,3077,-14.23872168543,strategy,6313,5256,1389,7001,7921,6398,morning,3952,8484,5680,many,4261,2355,9390,3227.7,True,painting,protect,2468,5985,project,-60.4587591207
79438,PotCoin,1392,8004,8386,9292,5219,477,5661,710,-391035789.90899,part,8279,5096,9423,3352,6271,3311,far,5617,589,3779,account,891,6788,2428,-26.766069875,True,thank,peace,1737,8932,through,5950293.0
27180,Peercoin,4077,4968,1730,6429,4873,8763,4794,7869,-5782004.42829717,environmental,2987,3082,5881,745,7326,2411,teach,5685,2847,3080,to,2282,8471,671,-25626360773.8688,False,teacher,both,8326,3913,hit,-67689.45896711
59522,Ethereum Classic,9218,3674,9513,6966,4929,3147,7947,5003,463359405.62,get,2296,7435,8835,6421,8012,5323,simply,3661,5842,7911,of,4588,9331,8547,124537666691163.0,False,our,friend,5207,4938,whatever,673.0
29858,Primecoin,5915,7571,5339,5240,2059,4904,5174,1569,4882319.15,owner,6122,4021,5714,1200,7623,8045,what,5832,1382,6386,bank,5172,217,4730,2032.1244078649,True,data,computer,2605,2290,leg,-921764764.2697
19983,Omni,2718,3565,8063,7130,2298,7158,3137,3351,-3003228.21356168,visit,70,1660,7185,5925,9796,8409,him,1271,1092,8145,people,2403,2430,9440,714050896890611.0,True,lawyer,almost,7475,3704,your,-530546047.569
85656,Tether,7816,274,8280,6335,3309,7913,8432,6897,-97055849078471.7,really,4290,5071,6029,4641,8162,1604,affect,3521,5395,2788,because,6286,7540,7058,-58687941.79685,True,prove,official,2969,3794,likely,2153459.1426524
43947,Bitcoin Cash,6677,3665,2876,6373,1071,7719,2635,9074,2473362990990.0,recent,5797,1029,7825,9125,2772,7750,president,4743,5613,5010,according,6869,2090,1136,74037.1,True,across,country,4163,1769,such,-68312691476662.6
23283,Cardano,9944,9085,4365,9929,9107,2559,2374,3213,-22.5876086,speak,721,1570,2227,5794,2925,7494,bring,9189,3436,9231,religious,6220,7500,2815,-84.8145099863109,True,when,generation,9595,5538,lot,775751412293902.0
50895,Sirin Labs,7975,4198,371,8117,2609,4354,7776,4726,43362331045014.6,wonder,5971,4264,3119,1164,6453,7309,offer,1818,5539,5551,goal,7469,7356,5315,5.63,True,probably,marriage,8369,1300,light,-5.6172735135
58488,PotCoin,2128,5124,7545,8333,785,5058,2886,200,75607.8326,federal,4325,4094,4582,6334,3603,3136,hour,1803,1230,7905,why,7827,8615,4494,63874433.0,True,possible,whatever,3562,5022,cost,742770.705
61624,IOTA,4876,524,3943,7325,9134,6381,8411,2284,81127933.8,trade,3046,1152,1120,6742,8466,7963,difficult,1662,8965,6583,school,224,4362,3934,7972238810.615,False,same,today,9083,2889,turn,-1548229260330.0
94182,Auroracoin,3829,3673,9604,416,9215,3281,7112,8198,-32094138191206.0,hair,9699,5868,4100,9966,6456,4783,exactly,7587,9493,9910,arrive,621,2723,780,62.6812,True,agree,single,3347,9694,race,6.16011417
73225,IOTA,6503,8392,9216,8707,399,941,9160,6419,60897041964051.0,end,1451,5121,586,4302,9979,1287,force,1284,1698,589,green,9763,8548,5700,315325531.0,True,manager,approach,8988,140,discussion,-351581769.69304
64029,Auroracoin,8077,1854,3992,1690,2115,817,7623,5160,17.256826,hair,2711,4157,8588,3317,2629,5927,owner,5498,3849,8529,likely,7574,6020,5253,-141373510.5396,False,choice,reveal,2738,149,own,5880.45234
04451,DigitalNote,2584,3531,5196,7335,1104,2190,4811,2686,6.77,now,4192,4661,8747,8829,5938,691,court,9083,9453,6537,happen,7498,4315,6889,-81068660198.98,False,wonder,source,840,8403,high,-30313333216666.7
66898,IOTA,7248,8289,6913,7111,8481,2561,360,7339,-15649896890.87,watch,5085,3340,2805,6698,7528,68,staff,5915,8656,391,detail,926,1437,7460,186.0,True,somebody,condition,7109,4005,medical,-936145553114.32
64854,PotCoin,3833,7146,2330,3244,1553,7304,1102,7778,883403.34492,throughout,8892,6607,8960,164,2915,7138,race,300,3566,4222,knowledge,3129,6437,2283,6282.201373,True,how,trial,9436,15,beyond,-1486.2758364773
22379,Omni,9897,34,9469,932,7890,7909,2139,4049,341123082982180.0,career,583,4232,3262,5325,5933,2230,particular,6302,2216,7881,discover,8182,8537,518,872892.583084731,True,probably,since,9139,8544,board,-62389.55828151
27340,Omni,3612,4316,8048,9787,2329,7714,7908,5719,-578390.731,this,9564,7734,1626,3591,1578,2862,deal,3481,51,2201,six,7354,6457,6881,33.55618314997,True,simply,make,2509,266,really,-68551593.1
50978,PotCoin,4895,4530,3266,9040,8552,2710,923,4432,-72439.75816,consumer,1518,7389,3325,165,1210,1483,beautiful,5516,9182,1549,hard,4784,5728,4233,-25738.1873807,False,later,prepare,3842,9279,example,467075.75801374
66043,BlackCoin,6646,9463,5459,3232,4020,4709,8312,7875,-28626988614.295,middle,2692,3659,2395,9680,8305,8483,director,2043,82,8260,newspaper,8044,8256,6579,-39981664.92475,True,thousand,value,9618,848,term,6060439003.0
63693,Zclassic,2648,3377,446,5907,8351,6065,5883,6929,723747512926523.0,everyone,5050,4676,8137,439,8623,7673,resource,7050,1815,4385,general,7397,4969,7484,-34.997167723342,True,coach,another,7589,6556,end,-6638514.503
20114,Waves Platform,77,5108,5422,8792,1762,5609,2952,264,-2717882785286.99,sound,7106,1580,5616,3083,4418,3355,pattern,6866,6769,2549,star,9571,2157,6838,-584544485156.435,True,movement,we,667,6844,school,-2404699.3092008
83593,Feathercoin,8341,1545,8486,4987,7524,756,8124,5998,-95291019837.7,cover,2519,8973,3451,5143,754,2771,something,7153,401,760,outside,3966,9017,8721,21969572.2,True,three,public,2,5934,study,3619.11
02383,Waves Platform,2466,8967,1647,9503,5185,3661,3045,3782,63446369063.34,join,4945,3775,6030,8560,9712,3502,save,2398,8646,5203,ok,3199,4054,8746,-66554618684.9,False,film,thus,5390,8032,bag,-7497.554
64924,Decred,7569,9958,146,7270,4806,8937,9795,6593,4261.271899428,base,7416,5411,8290,7150,7914,6409,edge,7460,2140,9246,style,6887,2586,5895,71100.7389763926,True,this,state,2630,9945,seat,-6489808.65282
66060,Dogecoin,9645,1786,571,1394,8575,107,2499,9851,7.65414022,another,8375,5212,7547,7625,1787,657,fall,3642,2759,2778,available,9034,1234,1728,-47018.4,False,will,film,2981,3158,different,6.6456919341615
38956,XEM,619,3078,2057,7189,7446,5454,5524,3848,-753018481.28765,international,4651,6691,8463,4901,1408,3530,message,8826,7002,4178,heart,8237,3111,8305,814417.1442,True,suffer,they,2680,3405,senior,7696334085.837
05701,Peercoin,121,2515,9669,3408,5424,3522,6764,4316,9003.4675756,mention,1081,6350,3570,5701,8765,6085,dinner,8851,9880,2406,nearly,5677,6147,7590,-1029694.8,True,lawyer,group,8096,3704,support,-6932449.1271827
73480,Burstcoin,720,3121,9379,8447,4933,2141,2087,9366,45642312380.73,series,557,2192,2305,6322,7670,5832,money,9465,453,721,table,356,7976,4658,-85.4,False,use,time,6128,4829,nothing,-4.617663818354
94234,SwiftCoin,987,1919,770,48,7368,9766,3675,3351,-989911091.91732,within,858,6500,9811,4669,9399,1452,clear,8403,7362,6149,night,1353,5591,5887,87914169872.3856,True,nor,perform,9501,9739,discover,-3981012.94
04832,TRON,8900,6286,9266,9106,8394,7179,912,372,-26780455886.8,defense,6032,3946,8379,1641,8347,1108,character,5157,1208,5402,son,7328,9679,4848,-20701.9,False,rate,civil,9388,4943,authority,-531704524.4614
43275,Feathercoin,6715,2396,6477,9112,5660,1341,971,6929,-34244.2053911461,whose,7066,2804,267,684,4901,2638,himself,6809,9061,300,Congress,9520,4170,7700,9068422147312.0,True,data,however,7988,839,yes,644.9
31306,Lisk,9463,4547,7063,5532,5652,5600,6487,2665,-3.503987879,class,5276,4046,4593,9683,9253,4395,reason,6573,4000,1081,civil,3476,8739,3483,-225924.58,False,computer,wide,1257,6023,matter,-36670.5612847273
85866,Bitcoin,416,2806,3574,2378,6441,7473,7469,7324,26867703129.1,arm,598,9104,8038,2939,5811,250,medical,664,5856,9101,bit,7968,660,5501,7174956497609.2,True,network,medical,7397,9796,grow,-8885793477545.0
86606,Auroracoin,9555,8837,698,7184,5169,8207,7457,3967,47799324097.974,only,8531,2908,1802,3701,6179,9379,certainly,3045,6343,7810,still,4850,5231,2531,-979559434.8992,True,begin,national,2232,8264,song,-11889297459585.0
46492,Coinye,8326,2443,5739,1084,5763,5027,8649,6905,-37.41909961,including,2415,5136,1149,8557,1396,688,authority,5461,7406,5898,particular,2520,5228,2757,4383465.0,False,rich,thus,3043,3609,billion,-45821252.5
48158,NEO,3966,9049,2743,6980,2963,372,7027,9810,-5134801249809.8,difference,7089,7055,7610,4957,3870,2462,near,7765,440,1339,still,1058,6050,5985,69066972899295.0,True,respond,food,8148,197,wind,-976157555.343945
51191,XEM,409,110,8271,7082,3284,336,1717,8336,-82370345792.12,study,9839,8114,8033,1265,5085,5137,consumer,3232,7757,1640,relate,5718,8782,3324,-726191692.2456,False,card,great,6468,6181,perhaps,83048546294.399
33772,Gridcoin,4288,6955,9630,6800,1847,6413,3441,8531,8.47512633,choice,7194,7937,4210,9405,7803,6875,eye,7275,1370,6990,wear,7856,71,4932,2310878887671.68,False,risk,language,7884,9900,sure,5455.699
88990,NEO,4945,4887,1881,6617,9614,3081,4204,3923,2245.8187,strategy,629,4334,8914,8326,7739,1894,seek,4281,5492,2022,level,5065,9752,3426,-6936950.2,False,month,cup,7957,2880,dark,-900390844377.1
54628,Vertcoin,7561,7406,8883,9072,8961,2725,9365,4715,22437.632,field,1751,8811,2864,5078,9038,3560,voice,4596,5641,7459,whole,8351,6565,4594,2865.488316,True,sort,open,9318,4577,cultural,-35281413892.0
12935,Dash,5378,7147,3191,2695,6214,6255,6707,9818,792438.4,particular,9183,5954,163,5998,3787,8866,through,3018,4828,4860,produce,6763,3483,1926,7.5048196893855,True,be,bring,5433,6053,around,-1080.361822278
81346,Tether,6793,2719,2618,3537,3805,2472,4676,2278,-29900443156.3,parent,9959,9569,4362,1742,1361,4142,fish,6639,7771,5937,radio,1415,7928,8254,88.0,False,enjoy,threat,5026,2842,issue,250819586087.0
17785,TRON,3571,600,4600,4782,6446,7221,693,6762,1648846653.5509,day,2598,6447,461,4652,2333,629,ball,8038,1097,2479,smile,3765,975,7392,124745813593.43,True,election,debate,4696,4188,ball,-535793688625.715
37404,Vertcoin,1239,5921,2093,4021,7632,7209,3907,1983,4321440101442.0,concern,2030,1126,3935,1860,7208,5572,garden,4177,7077,2569,detail,3789,8255,646,272.85254336,True,book,mother,3003,9543,hold,1472377.49
04632,PotCoin,2036,3127,2895,6468,1255,8927,8115,1232,-8.74296576615,room,8184,8667,7481,9290,3297,9096,actually,7749,7903,3735,particularly,5231,8717,1030,-6120648048296.65,True,space,decade,2519,3332,career,730002303.1
43608,AMP,2241,3205,5674,9221,9777,1496,2454,9493,-359330007634.816,card,6384,1992,4875,8922,6846,3765,religious,2352,8428,9075,history,8159,4818,5906,1335100.3762573,False,baby,because,5242,1556,after,-58932835.0
15437,Coinye,4400,2139,6716,7627,9428,9914,379,6164,783720.0,future,3773,8253,7114,4112,4855,5640,official,3840,4891,2015,pull,1456,8070,9684,-4962196.0,False,television,modern,5303,4463,blue,-6776979.5
46633,AMP,8341,5570,729,100,9008,8890,9123,8722,-800826774922.0,once,2566,4139,3856,6072,3781,6422,spend,468,3723,8022,story,871,766,2452,75876025645.0,False,view,whom,94,2912,out,-716809727557.0
46903,Tether,8995,4119,2468,246,4249,946,1856,5033,226596802409.885,including,3079,576,4914,7577,7561,7494,me,917,4547,4137,night,3797,3911,2125,5.430568203,True,strong,side,8720,7368,within,970789096.5
97717,PotCoin,5752,8454,9475,6621,537,5865,7772,2437,94722859845.27,tax,2257,4425,9128,4823,9455,2235,behavior,3233,831,511,agreement,6516,9202,3449,1557516684.61,False,picture,region,4637,5969,argue,24215.29062
73792,SwiftCoin,2468,3499,786,935,3723,2634,1851,3613,557111054286883.0,baby,1585,1237,5639,6852,6970,9423,according,5085,8474,6112,international,8853,6197,6828,26798.7342,True,challenge,attack,4800,6098,team,-909.0
56182,IOTA,9886,6243,2158,3995,8301,440,1222,9148,824961.858,perform,3716,9055,6504,7153,15,9186,inside,3883,260,7333,fire,5584,8165,6784,-20.9028029036269,False,should,hand,206,6636,value,8.8
40440,Primecoin,7656,909,8692,2141,4560,4753,7748,7243,-123595.573818,rule,4568,9082,6183,5697,9620,8164,dinner,437,1845,1093,from,4619,9523,9033,4812588.23069,True,stop,write,2652,3889,by,-7349813034232.0
87451,Bitcoin,6872,2751,7103,3218,3373,5890,8023,8831,-248721310.36011,election,1787,7681,9991,9679,7114,7745,ability,758,5780,9591,rich,9619,5371,9916,-688330710034.2,True,community,represent,9886,5440,they,-7555998060.0
16719,Lisk,7920,72,348,6433,5855,3681,8702,8613,156776053032542.0,a,2408,5071,8411,9310,1408,8851,either,7659,3483,5221,answer,9129,2713,6721,-9421897.0,True,challenge,tough,2467,8596,win,117709330497.103
43442,Dogecoin,6213,513,3527,5238,5616,2858,5184,79,103271109021.59,finally,8907,647,4782,2604,7294,7053,others,931,2812,7062,garden,9527,2056,3496,-50379111297.8,False,team,coach,6317,6696,region,35645530380.2
86799,Nxt,2393,9812,7476,8888,6838,9711,8592,5851,-6147514.7996,statement,2285,2162,7894,8039,461,1022,together,1860,1427,5271,per,9905,8288,2300,-8659151839.8331,False,start,determine,5497,9662,green,-5121062996.676
07418,IOTA,5608,1688,2023,3314,2881,5138,2230,43,20663307155.9823,data,5826,1388,5401,4727,5506,2300,hope,5203,3003,3972,trip,9089,7174,7376,-5770188183755.4,False,allow,cup,670,3347,radio,9519.4253211959
13749,DigitalNote,8933,5,6418,8882,6532,5452,2016,7852,94966650804.45,shake,1306,8075,4524,3862,256,7479,hand,6516,8753,2509,leader,827,1183,1245,-435987.89,True,wonder,building,9244,3270,at,-14304105111316.0
83525,Ethereum Classic,7127,6333,6376,6663,8211,4757,5566,3074,-657402.2846188,each,8645,2273,9887,1684,6903,6282,step,6418,9851,9478,who,1907,2548,4159,18412982401.1,True,morning,player,5530,5438,born,-870009745649.0
67424,Sirin Labs,5166,2682,694,1963,9815,4718,4227,807,8363000625.6419,artist,5546,7124,7639,557,7256,5785,personal,5516,9559,8522,red,8062,1517,1294,-6.1907784212,True,can,machine,5761,6776,responsibility,916987.124
06428,Dash,648,1254,7959,5133,9562,9302,9022,9832,6.2113398482681,kitchen,2561,225,1957,9763,9883,3547,process,5613,9279,8092,kind,8060,8345,8131,-18978730035438.0,True,human,mission,7867,8138,billion,33.956438
66919,Sirin Labs,5034,4959,9628,8213,3691,1883,4064,7104,6.59615,like,6697,3410,9708,1670,6665,3947,director,7170,2713,3312,herself,2084,6220,7271,3942.94,True,country,gas,3913,4507,involve,-179.57900875
59872,Peercoin,5684,8816,3919,9443,9682,9296,4716,127,916886196442204.0,identify,5430,7325,3019,4899,9555,5134,protect,3845,7172,5259,bag,7569,2906,8033,2825763241.98,False,store,American,7795,3688,gun,-2205627812.3493
37368,Dogecoin,2511,7391,1146,2036,5389,2503,8252,439,46813.6647566568,pass,2237,171,4921,4683,256,1998,police,3179,1444,4016,thing,5057,5206,5345,-53623.14,True,toward,lot,4506,5309,edge,-833354267906.0
72934,Omni,2779,5958,4923,8058,7145,7928,1084,5140,750556.93,certainly,9521,206,3769,1837,2003,1930,operation,5958,5746,5945,trial,6008,6968,615,70253.20795,False,increase,level,6504,7298,between,-547.21
56373,TRON,9055,3031,2421,50,799,3554,3017,7467,81554909979145.4,street,6257,6078,6338,3952,8709,750,personal,5677,6240,4394,add,9935,730,7001,-2009951897.2,True,specific,another,8599,1371,nation,9826907.22265
91980,Ripple,8248,4725,952,2115,8154,8930,4709,842,-4280.80505187,approach,7019,5981,2999,1927,9673,6239,check,5433,1629,937,minute,3312,4012,8776,315278801481.265,True,begin,field,8998,959,success,-723294.49
35549,Tether,2966,24,4501,4671,5888,1111,2357,5659,-374194456749.925,successful,4100,7525,5651,7595,7679,4124,benefit,6454,3514,149,maintain,2545,3476,2845,49940182.62505,False,investment,far,6123,4353,half,-40.92
69033,IOTA,2560,911,9177,4701,9161,5139,6209,1413,-4861609079.1,too,5705,4843,9152,1513,1900,9438,station,8461,228,7967,news,3723,282,3525,176327093111896.0,True,reduce,often,3260,5166,receive,78128.861949752
85587,Burstcoin,5233,8508,3188,7734,2834,6938,9915,4692,-1952566.2,him,1861,6475,9693,3562,9629,8658,law,8755,658,3655,conference,6677,1106,6100,29121469.3,False,technology,difference,9233,9190,interest,-706.692
22542,Emercoin,2130,4760,8899,336,1900,2020,8928,4831,-3.7219,fear,9027,553,8288,6860,9233,5218,none,3348,1450,1460,eight,2286,2547,8673,-37.612375477275,True,school,alone,2991,700,stuff,-1.0
12325,TRON,3233,5618,2058,8373,8506,1268,5704,7191,-661.68499,throw,3024,6081,20,5425,2574,1580,especially,899,4296,7651,approach,9699,2894,8953,951451422.65,True,serious,physical,4841,2226,amount,-743556211614208.0
93868,Ubiq,3345,9040,946,2775,7809,9364,1260,537,-827998753409183.0,result,48,9602,1630,6969,8386,4887,likely,5964,1109,8596,guy,1688,5342,1543,31.675,True,site,owner,18,5929,question,-4.838
63333,NEO,6275,5980,6865,6761,1980,1123,5190,7415,68344352846.3,probably,9098,5077,8757,7561,1247,6933,buy,1272,3839,352,allow,7916,6695,4074,138790.1561,False,reveal,start,7618,6952,likely,0.2
74323,Dash,741,1021,6806,1109,9371,2725,1803,6758,6.5311575179,modern,5052,9422,3095,5731,1400,6746,instead,4702,8495,8269,from,9305,5175,243,3441.0,False,behind,western,5589,8731,admit,-4441805.21159
41355,TRON,5379,3269,7315,1076,968,1332,3016,5492,559816.501,program,783,2117,1385,5583,4126,4562,detail,8473,1457,4908,hand,3698,2447,4831,922.247853157,False,our,without,1210,6307,president,7845.34779
68780,Bitcoin Cash,1425,1961,8539,5177,855,6076,903,8899,-902434.0,result,4709,9009,9408,3179,845,5167,movie,1273,9084,3013,blood,1353,3945,8034,2411071.0,False,involve,new,1911,6686,process,-5.84
70925,Monero,3910,5720,9353,3477,3097,7664,2398,6098,-7641746196.36649,next,6590,7736,2585,8496,447,4363,live,9430,8535,3241,today,5446,6038,631,1949091498726.8,True,cell,allow,1614,8097,work,-588308.0
17089,Emercoin,1071,3511,6864,8028,8686,5738,5416,5381,123278616.41474,finally,5073,9584,4481,9947,7729,2115,rock,5247,5501,8143,see,2495,5151,5733,-598740557146299.0,True,performance,maybe,6295,4991,record,62373576767.67
20126,Namecoin,5001,6770,8795,6179,6399,7392,3678,1343,-364891012484120.0,threat,8499,8853,6583,6728,2298,7062,sometimes,2566,2189,1870,society,5798,8273,9366,-817474337745183.0,True,clearly,thank,1685,6959,onto,-1338284.0
